192.168.0.251,303.421327716732,519.36444690899
192.168.0.3,97.118240120844,542.77522150127
192.168.0.82,97.118240120844,495.953672316709
192.168.0.118,107.609533989026,588.40624407379
192.168.0.56,107.609533989026,450.322649744189
192.168.0.1,128.058599671448,630.526229600358
192.168.0.252,444.579151721095,780.168574975063
192.168.0.97,367.645509335724,729.173431389424
192.168.0.88,443.956757733055,687.870673451119
192.168.0.99,352.369631387164,784.254448172616
DUMB0,341.197076087126,271.392643927407
192.168.0.224,419.476086734512,320.297515791736
192.168.0.225,251.9066448711,294.770173592794
192.168.0.70,355.097584914876,180.145365314126
DUMB1,164.60248316329,779.025033171464
192.168.0.194,159.578350103735,686.861873031417
192.168.0.104,244.032318154493,732.012361334285
192.168.0.199,98.6337752278321,714.469479008199
192.168.0.6,254.925601095919,798.025674395604
192.168.0.5,72.3521496239267,775.997499211923
192.168.0.57,218.359023855598,854.055189327481
192.168.0.175,94.5430306352531,839.116322985144
192.168.0.185,153.546323546161,870.660459369636
DUMB2,107.224505513933,296.175989369983
192.168.0.179,192.993875084779,330.277385872468
192.168.0.187,130.04986674367,385.609164896361
192.168.0.192,197.399794385155,276.485705547963
192.168.0.174,76.1371904913219,383.083232133086
192.168.0.8,170.972541123582,229.426622662044
192.168.0.183,32.854039916997,350.841552999154
192.168.0.191,122.748250036663,205.190807301731
192.168.0.136,15,299.908358953842
192.168.0.164,69.2160048564614,212.065087117237
192.168.0.100,28.6798107481489,247.698974980174
DUMB3,389.277999320662,854.067644950159
192.168.0.15,297.919645948116,867.218358583152
192.168.0.59,402.428712953655,945.425998322705
192.168.0.54,498.425670557456,705.202966799011
DUMB4,536.691222215091,774.281600428747
192.168.0.157,605.987011512902,835.251950481813
192.168.0.61,597.661572268157,704.985811130936
DUMB5,488.51335420408,861.341697695481
192.168.0.20,462.181461180126,949.805935722918
192.168.0.41,576.977592231517,887.673590719435
DUMB6,873.36083339189,692.882586828345
192.168.1.7,822.26054445847,616.018743111542
192.168.1.137,905.508992988815,606.362150892488
192.168.1.30,788.015057957746,657.734491352989
192.168.1.22,948.394479366763,639.130917349924
192.168.1.6,782.951413337809,711.468247039505
192.168.1.163,965.624097232891,690.278715593859
192.168.1.3,808.800996550544,758.847103555286
192.168.1.178,951.306611998515,742.316842131798
192.168.1.64,856.725192606974,783.671052261324
192.168.1.31,910.337527724787,777.452168098513
DUMB7,1072.94311033199,577.845480601955
192.168.2.217,981.273364595942,567.077578453095
192.168.2.16,1040.16597821941,491.561359174697
192.168.2.106,998.082395081323,631.837732936507
192.168.2.168,1107.06998116873,492.086243858075
192.168.2.234,1054.22663852461,668.227910770011
192.168.2.188,1156.04217933292,537.672918682419
192.168.2.83,1120.20536460541,657.127063084867
192.168.2.211,1161.35036006407,604.368078416086
DUMB8,738.925952155706,112.823788299566
192.168.3.4,805.856385240765,176.381692033457
192.168.3.2,726.847249405087,204.330044587659
192.168.3.222,829.954924658069,128.088655320409
192.168.3.11,677.742604608242,181.931588024967
192.168.3.118,822.928395861725,74.5761811663462
192.168.3.14,649.558067043243,135.903457069407
192.168.3.119,787.179343690802,34.1415145311959
192.168.3.18,651.930630627141,81.9838137188106
192.168.3.15,734.931257621295,20.6102729367042
192.168.3.144,684.049056900796,38.609124201548
DUMB9,981.855001201969,117.259768122394
192.168.4.113,976.259875258077,222.083629663508
192.168.4.205,899.829331971373,182.766538535776
192.168.4.6,1026.67960700812,212.181325721509
192.168.4.218,878.566355573554,135.989505626331
192.168.4.9,1066.3594879252,179.536080684729
192.168.4.10,882.051051282084,84.7248797238189
192.168.4.188,1085.79232894532,131.969604433148
192.168.4.4,909.448495700878,41.2555225578259
192.168.4.118,1080.32207542922,80.8786923295733
192.168.4.168,954.194337376752,15.9965711579139
192.168.4.52,1051.25938489914,38.5045847607005
192.168.4.47,1005.56759714322,15
192.168.0.253,505.687350760784,472.487115067788
192.168.0.254,838.839234279265,395.275573741266
192.168.1.1,655.914496655446,498.553060035125
DUMB10,718.140591837207,567.20444427372
192.168.2.1,627.223356843616,583.121302667263
192.168.2.132,734.05745023075,658.121679267312
DUMB11,1086.77651796611,343.56933175436
192.168.3.1,1068.29059042928,433.999196749854
192.168.3.16,1033.68603094777,268.066416657288
192.168.3.20,1177.13257840178,324.725968398927
DUMB12,654.815427901602,293.96941649405
192.168.4.1,629.115657337768,205.319476883431
192.168.4.2,566.165488290983,319.669187057884
192.168.5.1,629.132587783906,382.99464439566
192.168.0.13,15,1024.80593572292
192.168.0.235,90,1024.80593572292
192.168.0.238,165,1024.80593572292
192.168.0.51,240,1024.80593572292
192.168.0.52,315,1024.80593572292
192.168.0.9,390,1024.80593572292
